SAL_CODE,geoType,geoTypeNum,areaType,areaTypeNum
6770641,urban,1,residen_formal,1
6770642,urban,1,residen_formal,1
6770643,urban,1,residen_formal,1
6770644,urban,1,residen_formal,1
6770645,urban,1,residen_formal,1
6770647,urban,1,residen_formal,1
6770648,urban,1,NA,NA
6770649,urban,1,residen_formal,1
6770650,urban,1,residen_formal,1
6770651,urban,1,residen_formal,1
6770652,urban,1,residen_formal,1
6770653,urban,1,residen_formal,1
6770654,urban,1,residen_formal,1
6770655,urban,1,residen_formal,1
6770656,urban,1,residen_formal,1
6770657,urban,1,residen_formal,1
6770658,urban,1,residen_formal,1
6770661,urban,1,residen_formal,1
6770662,urban,1,residen_formal,1
6770663,urban,1,residen_formal,1
6770664,urban,1,residen_formal,1
6770665,urban,1,residen_formal,1
6770666,urban,1,residen_informal,2
6770669,urban,1,residen_formal,1
6770671,urban,1,collective,4
6770674,urban,1,collective,4
6780002,urban,1,residen_informal,2
6780003,urban,1,residen_informal,2
6780005,urban,1,industrial,6
6780008,urban,1,small_hold,9
6780011,urban,1,residen_formal,1
6780015,urban,1,residen_formal,1
6780016,urban,1,residen_formal,1
6780017,urban,1,residen_formal,1
6780021,urban,1,residen_formal,1
6780023,urban,1,residen_formal,1
6780024,urban,1,residen_formal,1
6780025,urban,1,residen_formal,1
6780026,urban,1,residen_formal,1
6780027,urban,1,collective,4
6780031,urban,1,residen_formal,1
6780032,urban,1,residen_formal,1
6780034,urban,1,residen_formal,1
6780035,urban,1,residen_formal,1
6780036,urban,1,residen_formal,1
6780037,urban,1,residen_formal,1
6780038,urban,1,residen_formal,1
6780039,urban,1,residen_formal,1
6780040,urban,1,residen_formal,1
6780041,urban,1,residen_formal,1
6780042,urban,1,residen_formal,1
6780043,urban,1,residen_formal,1
6780044,urban,1,residen_formal,1
6780045,urban,1,residen_formal,1
6780047,urban,1,residen_formal,1
6780048,urban,1,residen_formal,1
6780050,urban,1,residen_informal,2
6780052,urban,1,residen_formal,1
6780053,urban,1,residen_formal,1
6780054,urban,1,residen_formal,1
6780056,urban,1,residen_formal,1
6780057,urban,1,residen_formal,1
6780058,urban,1,residen_formal,1
6780059,urban,1,residen_formal,1
6780060,urban,1,residen_formal,1
6780062,urban,1,residen_formal,1
6780063,urban,1,residen_formal,1
6780064,urban,1,residen_formal,1
6780065,urban,1,residen_formal,1
6780066,urban,1,residen_informal,2
6780068,urban,1,residen_formal,1
6780069,urban,1,residen_formal,1
6780070,urban,1,residen_formal,1
6780071,urban,1,residen_formal,1
6780072,urban,1,residen_formal,1
6780073,urban,1,residen_formal,1
6780074,urban,1,residen_formal,1
6780075,urban,1,residen_formal,1
6780076,urban,1,residen_formal,1
